codice_istat,comune,anno,sezione,nome_sezione,indicatore,valore
017183,Tavernole sul Mella,2018,H,trasporto e magazzinaggio,unita_locali,4
017183,Tavernole sul Mella,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,8
017183,Tavernole sul Mella,2018,J,servizi di informazione e comunicazione,unita_locali,2
017183,Tavernole sul Mella,2018,K,attività finanziarie e assicurative,unita_locali,1
017183,Tavernole sul Mella,2018,L,attività immobiliari,unita_locali,7
017183,Tavernole sul Mella,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017183,Tavernole sul Mella,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017183,Tavernole sul Mella,2018,P,istruzione,unita_locali,1
017183,Tavernole sul Mella,2018,Q,sanità e assistenza sociale,unita_locali,10
017183,Tavernole sul Mella,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2018,S,altre attività di servizi,unita_locali,7
017183,Tavernole sul Mella,2019,C,attività manifatturiere,unita_locali,32
017183,Tavernole sul Mella,2019,F,costruzioni,unita_locali,13
017183,Tavernole sul Mella,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,24
017183,Tavernole sul Mella,2019,H,trasporto e magazzinaggio,unita_locali,4
017183,Tavernole sul Mella,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,6
017183,Tavernole sul Mella,2019,J,servizi di informazione e comunicazione,unita_locali,2
017183,Tavernole sul Mella,2019,K,attività finanziarie e assicurative,unita_locali,1
017183,Tavernole sul Mella,2019,L,attività immobiliari,unita_locali,7
017183,Tavernole sul Mella,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,11
017183,Tavernole sul Mella,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017183,Tavernole sul Mella,2019,P,istruzione,unita_locali,1
017183,Tavernole sul Mella,2019,Q,sanità e assistenza sociale,unita_locali,9
017183,Tavernole sul Mella,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2019,S,altre attività di servizi,unita_locali,7
017183,Tavernole sul Mella,2020,C,attività manifatturiere,unita_locali,31
017183,Tavernole sul Mella,2020,F,costruzioni,unita_locali,14
017183,Tavernole sul Mella,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,25
017183,Tavernole sul Mella,2020,H,trasporto e magazzinaggio,unita_locali,4
017183,Tavernole sul Mella,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,6
017183,Tavernole sul Mella,2020,J,servizi di informazione e comunicazione,unita_locali,3
017183,Tavernole sul Mella,2020,K,attività finanziarie e assicurative,unita_locali,1
017183,Tavernole sul Mella,2020,L,attività immobiliari,unita_locali,8
017183,Tavernole sul Mella,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,12
017183,Tavernole sul Mella,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017183,Tavernole sul Mella,2020,P,istruzione,unita_locali,1
017183,Tavernole sul Mella,2020,Q,sanità e assistenza sociale,unita_locali,8
017183,Tavernole sul Mella,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2020,S,altre attività di servizi,unita_locali,5
017183,Tavernole sul Mella,2021,C,attività manifatturiere,unita_locali,32
017183,Tavernole sul Mella,2021,F,costruzioni,unita_locali,16
017183,Tavernole sul Mella,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,24
017183,Tavernole sul Mella,2021,H,trasporto e magazzinaggio,unita_locali,4
017183,Tavernole sul Mella,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,6
017183,Tavernole sul Mella,2021,J,servizi di informazione e comunicazione,unita_locali,2
017183,Tavernole sul Mella,2021,K,attività finanziarie e assicurative,unita_locali,1
017183,Tavernole sul Mella,2021,L,attività immobiliari,unita_locali,8
017183,Tavernole sul Mella,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017183,Tavernole sul Mella,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,2
017183,Tavernole sul Mella,2021,P,istruzione,unita_locali,1
017183,Tavernole sul Mella,2021,Q,sanità e assistenza sociale,unita_locali,9
017183,Tavernole sul Mella,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2021,S,altre attività di servizi,unita_locali,6
017183,Tavernole sul Mella,2022,C,attività manifatturiere,unita_locali,33
017183,Tavernole sul Mella,2022,F,costruzioni,unita_locali,17
017183,Tavernole sul Mella,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,22
017183,Tavernole sul Mella,2022,H,trasporto e magazzinaggio,unita_locali,4
017183,Tavernole sul Mella,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,7
017183,Tavernole sul Mella,2022,J,servizi di informazione e comunicazione,unita_locali,2
017183,Tavernole sul Mella,2022,K,attività finanziarie e assicurative,unita_locali,2
017183,Tavernole sul Mella,2022,L,attività immobiliari,unita_locali,8
017183,Tavernole sul Mella,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017183,Tavernole sul Mella,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,3
017183,Tavernole sul Mella,2022,P,istruzione,unita_locali,1
017183,Tavernole sul Mella,2022,Q,sanità e assistenza sociale,unita_locali,10
017183,Tavernole sul Mella,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2022,S,altre attività di servizi,unita_locali,6
017183,Tavernole sul Mella,2023,C,attività manifatturiere,unita_locali,32
017183,Tavernole sul Mella,2023,F,costruzioni,unita_locali,16
017183,Tavernole sul Mella,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,23
017183,Tavernole sul Mella,2023,H,trasporto e magazzinaggio,unita_locali,5
017183,Tavernole sul Mella,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,6
017183,Tavernole sul Mella,2023,J,servizi di informazione e comunicazione,unita_locali,2
017183,Tavernole sul Mella,2023,K,attività finanziarie e assicurative,unita_locali,2
017183,Tavernole sul Mella,2023,L,attività immobiliari,unita_locali,8
017183,Tavernole sul Mella,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,13
017183,Tavernole sul Mella,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,3
017183,Tavernole sul Mella,2023,P,istruzione,unita_locali,2
017183,Tavernole sul Mella,2023,Q,sanità e assistenza sociale,unita_locali,9
017183,Tavernole sul Mella,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017183,Tavernole sul Mella,2023,S,altre attività di servizi,unita_locali,6
017184,Temù,2018,C,attività manifatturiere,addetti,9.7
017184,Temù,2018,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,6.0
017184,Temù,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.0
017184,Temù,2018,F,costruzioni,addetti,91.3
017184,Temù,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,45.9
017184,Temù,2018,H,trasporto e magazzinaggio,addetti,4.2
017184,Temù,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,96.0
017184,Temù,2018,J,servizi di informazione e comunicazione,addetti,3.9
017184,Temù,2018,L,attività immobiliari,addetti,18.0
017184,Temù,2018,M,"attività professionali, scientifiche e tecniche",addetti,10.0
017184,Temù,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,18.8
017184,Temù,2018,P,istruzione,addetti,3.9
017184,Temù,2018,Q,sanità e assistenza sociale,addetti,2.0
017184,Temù,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,2.0
017184,Temù,2018,S,altre attività di servizi,addetti,64.6
017184,Temù,2019,C,attività manifatturiere,addetti,11.3
017184,Temù,2019,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,6.0
017184,Temù,2019,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.0
017184,Temù,2019,F,costruzioni,addetti,83.7
017184,Temù,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,43.8
017184,Temù,2019,H,trasporto e magazzinaggio,addetti,4.0
017184,Temù,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,96.1
017184,Temù,2019,J,servizi di informazione e comunicazione,addetti,3.2
017184,Temù,2019,L,attività immobiliari,addetti,18.2
017184,Temù,2019,M,"attività professionali, scientifiche e tecniche",addetti,9.9
017184,Temù,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,19.6
017184,Temù,2019,P,istruzione,addetti,4.0
017184,Temù,2019,Q,sanità e assistenza sociale,addetti,3.0
017184,Temù,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017184,Temù,2019,S,altre attività di servizi,addetti,55.3
017184,Temù,2020,C,attività manifatturiere,addetti,9.0
017184,Temù,2020,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,6.0
017184,Temù,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.7
017184,Temù,2020,F,costruzioni,addetti,75.0
017184,Temù,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,46.0
017184,Temù,2020,H,trasporto e magazzinaggio,addetti,2.6
017184,Temù,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,85.2
017184,Temù,2020,J,servizi di informazione e comunicazione,addetti,3.7
017184,Temù,2020,L,attività immobiliari,addetti,21.0
017184,Temù,2020,M,"attività professionali, scientifiche e tecniche",addetti,9.0
017184,Temù,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,35.0
017184,Temù,2020,P,istruzione,addetti,5.0
017184,Temù,2020,Q,sanità e assistenza sociale,addetti,8.0
017184,Temù,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017184,Temù,2020,S,altre attività di servizi,addetti,53.3
017184,Temù,2021,C,attività manifatturiere,addetti,9.8
017184,Temù,2021,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,6.0
017184,Temù,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,3.0
017184,Temù,2021,F,costruzioni,addetti,82.7
017184,Temù,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,43.5
017184,Temù,2021,H,trasporto e magazzinaggio,addetti,1.4
017184,Temù,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,81.3
017184,Temù,2021,J,servizi di informazione e comunicazione,addetti,3.1
017184,Temù,2021,L,attività immobiliari,addetti,25.2
017184,Temù,2021,M,"attività professionali, scientifiche e tecniche",addetti,11.8
017184,Temù,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,33.1
017184,Temù,2021,P,istruzione,addetti,5.0
017184,Temù,2021,Q,sanità e assistenza sociale,addetti,8.0
017184,Temù,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,0.2
017184,Temù,2021,S,altre attività di servizi,addetti,49.2
017184,Temù,2022,C,attività manifatturiere,addetti,9.5
017184,Temù,2022,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,7.3
017184,Temù,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,3.0
017184,Temù,2022,F,costruzioni,addetti,88.9
017184,Temù,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,43.1
017184,Temù,2022,H,trasporto e magazzinaggio,addetti,1.0
017184,Temù,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,98.8
017184,Temù,2022,J,servizi di informazione e comunicazione,addetti,4.8
017184,Temù,2022,K,attività finanziarie e assicurative,addetti,0.0
017184,Temù,2022,L,attività immobiliari,addetti,15.9
017184,Temù,2022,M,"attività professionali, scientifiche e tecniche",addetti,13.9
017184,Temù,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,60.6
017184,Temù,2022,P,istruzione,addetti,5.0
017184,Temù,2022,Q,sanità e assistenza sociale,addetti,5.9
017184,Temù,2022,S,altre attività di servizi,addetti,46.5
017184,Temù,2023,C,attività manifatturiere,addetti,5.8
017184,Temù,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",addetti,8.5
017184,Temù,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.8
017184,Temù,2023,F,costruzioni,addetti,79.7
017184,Temù,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,42.6
017184,Temù,2023,H,trasporto e magazzinaggio,addetti,1.0
017184,Temù,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,96.0
017184,Temù,2023,J,servizi di informazione e comunicazione,addetti,5.2
017184,Temù,2023,L,attività immobiliari,addetti,18.0
017184,Temù,2023,M,"attività professionali, scientifiche e tecniche",addetti,12.0
017184,Temù,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,79.9
017184,Temù,2023,P,istruzione,addetti,5.0
017184,Temù,2023,Q,sanità e assistenza sociale,addetti,2.0
017184,Temù,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017184,Temù,2023,S,altre attività di servizi,addetti,50.3
017184,Temù,2018,C,attività manifatturiere,unita_locali,3
017184,Temù,2018,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2018,F,costruzioni,unita_locali,51
017184,Temù,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,23
017184,Temù,2018,H,trasporto e magazzinaggio,unita_locali,3
017184,Temù,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,30
017184,Temù,2018,J,servizi di informazione e comunicazione,unita_locali,3
017184,Temù,2018,L,attività immobiliari,unita_locali,20
017184,Temù,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,10
017184,Temù,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,9
017184,Temù,2018,P,istruzione,unita_locali,4
017184,Temù,2018,Q,sanità e assistenza sociale,unita_locali,2
017184,Temù,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,2
017184,Temù,2018,S,altre attività di servizi,unita_locali,5
017184,Temù,2019,C,attività manifatturiere,unita_locali,4
017184,Temù,2019,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2019,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2019,F,costruzioni,unita_locali,48
017184,Temù,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,21
017184,Temù,2019,H,trasporto e magazzinaggio,unita_locali,3
017184,Temù,2019,I,attività dei servizi di alloggio e di ristorazione,unita_locali,29
017184,Temù,2019,J,servizi di informazione e comunicazione,unita_locali,2
017184,Temù,2019,L,attività immobiliari,unita_locali,20
017184,Temù,2019,M,"attività professionali, scientifiche e tecniche",unita_locali,10
017184,Temù,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,8
017184,Temù,2019,P,istruzione,unita_locali,3
017184,Temù,2019,Q,sanità e assistenza sociale,unita_locali,3
017184,Temù,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017184,Temù,2019,S,altre attività di servizi,unita_locali,5
017184,Temù,2020,C,attività manifatturiere,unita_locali,4
017184,Temù,2020,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2020,F,costruzioni,unita_locali,47
017184,Temù,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,23
017184,Temù,2020,H,trasporto e magazzinaggio,unita_locali,2
017184,Temù,2020,I,attività dei servizi di alloggio e di ristorazione,unita_locali,26
017184,Temù,2020,J,servizi di informazione e comunicazione,unita_locali,2
017184,Temù,2020,L,attività immobiliari,unita_locali,25
017184,Temù,2020,M,"attività professionali, scientifiche e tecniche",unita_locali,9
017184,Temù,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,10
017184,Temù,2020,P,istruzione,unita_locali,4
017184,Temù,2020,Q,sanità e assistenza sociale,unita_locali,4
017184,Temù,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017184,Temù,2020,S,altre attività di servizi,unita_locali,5
017184,Temù,2021,C,attività manifatturiere,unita_locali,4
017184,Temù,2021,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2021,F,costruzioni,unita_locali,45
017184,Temù,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,22
017184,Temù,2021,H,trasporto e magazzinaggio,unita_locali,2
017184,Temù,2021,I,attività dei servizi di alloggio e di ristorazione,unita_locali,26
017184,Temù,2021,J,servizi di informazione e comunicazione,unita_locali,2
017184,Temù,2021,L,attività immobiliari,unita_locali,26
017184,Temù,2021,M,"attività professionali, scientifiche e tecniche",unita_locali,12
017184,Temù,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,10
017184,Temù,2021,P,istruzione,unita_locali,3
017184,Temù,2021,Q,sanità e assistenza sociale,unita_locali,3
017184,Temù,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017184,Temù,2021,S,altre attività di servizi,unita_locali,5
017184,Temù,2022,C,attività manifatturiere,unita_locali,4
017184,Temù,2022,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2022,F,costruzioni,unita_locali,48
017184,Temù,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,23
017184,Temù,2022,H,trasporto e magazzinaggio,unita_locali,1
017184,Temù,2022,I,attività dei servizi di alloggio e di ristorazione,unita_locali,28
017184,Temù,2022,J,servizi di informazione e comunicazione,unita_locali,2
017184,Temù,2022,K,attività finanziarie e assicurative,unita_locali,2
017184,Temù,2022,L,attività immobiliari,unita_locali,24
017184,Temù,2022,M,"attività professionali, scientifiche e tecniche",unita_locali,14
017184,Temù,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,11
017184,Temù,2022,P,istruzione,unita_locali,3
017184,Temù,2022,Q,sanità e assistenza sociale,unita_locali,1
017184,Temù,2022,S,altre attività di servizi,unita_locali,5
017184,Temù,2023,C,attività manifatturiere,unita_locali,4
017184,Temù,2023,D,"fornitura di energia elettrica, gas, vapore e aria condizionata",unita_locali,1
017184,Temù,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017184,Temù,2023,F,costruzioni,unita_locali,47
017184,Temù,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,21
017184,Temù,2023,H,trasporto e magazzinaggio,unita_locali,1
017184,Temù,2023,I,attività dei servizi di alloggio e di ristorazione,unita_locali,27
017184,Temù,2023,J,servizi di informazione e comunicazione,unita_locali,2
017184,Temù,2023,L,attività immobiliari,unita_locali,25
017184,Temù,2023,M,"attività professionali, scientifiche e tecniche",unita_locali,12
017184,Temù,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,11
017184,Temù,2023,P,istruzione,unita_locali,3
017184,Temù,2023,Q,sanità e assistenza sociale,unita_locali,1
017184,Temù,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",unita_locali,1
017184,Temù,2023,S,altre attività di servizi,unita_locali,5
017185,Tignale,2018,C,attività manifatturiere,addetti,27.3
017185,Tignale,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,1.0
017185,Tignale,2018,F,costruzioni,addetti,61.4
017185,Tignale,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,19.3
017185,Tignale,2018,H,trasporto e magazzinaggio,addetti,1.0
017185,Tignale,2018,I,attività dei servizi di alloggio e di ristorazione,addetti,182.7
017185,Tignale,2018,J,servizi di informazione e comunicazione,addetti,10.0
017185,Tignale,2018,K,attività finanziarie e assicurative,addetti,4.0
017185,Tignale,2018,L,attività immobiliari,addetti,16.2
017185,Tignale,2018,M,"attività professionali, scientifiche e tecniche",addetti,17.5
017185,Tignale,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,7.0
017185,Tignale,2018,Q,sanità e assistenza sociale,addetti,5.9
017185,Tignale,2018,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017185,Tignale,2018,S,altre attività di servizi,addetti,1.0
017185,Tignale,2019,C,attività manifatturiere,addetti,28.2
017185,Tignale,2019,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,0.8
017185,Tignale,2019,F,costruzioni,addetti,59.6
017185,Tignale,2019,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,21.2
017185,Tignale,2019,H,trasporto e magazzinaggio,addetti,1.0
017185,Tignale,2019,I,attività dei servizi di alloggio e di ristorazione,addetti,183.3
017185,Tignale,2019,J,servizi di informazione e comunicazione,addetti,10.0
017185,Tignale,2019,K,attività finanziarie e assicurative,addetti,2.0
017185,Tignale,2019,L,attività immobiliari,addetti,16.5
017185,Tignale,2019,M,"attività professionali, scientifiche e tecniche",addetti,18.2
017185,Tignale,2019,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,5.5
017185,Tignale,2019,Q,sanità e assistenza sociale,addetti,9.0
017185,Tignale,2019,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,1.0
017185,Tignale,2019,S,altre attività di servizi,addetti,1.9
017185,Tignale,2020,C,attività manifatturiere,addetti,23.2
017185,Tignale,2020,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.0
017185,Tignale,2020,F,costruzioni,addetti,55.8
017185,Tignale,2020,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,18.0
017185,Tignale,2020,H,trasporto e magazzinaggio,addetti,2.0
017185,Tignale,2020,I,attività dei servizi di alloggio e di ristorazione,addetti,130.5
017185,Tignale,2020,J,servizi di informazione e comunicazione,addetti,11.8
017185,Tignale,2020,K,attività finanziarie e assicurative,addetti,2.7
017185,Tignale,2020,L,attività immobiliari,addetti,16.7
017185,Tignale,2020,M,"attività professionali, scientifiche e tecniche",addetti,18.8
017185,Tignale,2020,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,11.0
017185,Tignale,2020,Q,sanità e assistenza sociale,addetti,7.5
017185,Tignale,2020,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,0.0
017185,Tignale,2020,S,altre attività di servizi,addetti,2.5
017185,Tignale,2021,C,attività manifatturiere,addetti,24.3
017185,Tignale,2021,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.4
017185,Tignale,2021,F,costruzioni,addetti,65.9
017185,Tignale,2021,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,22.9
017185,Tignale,2021,H,trasporto e magazzinaggio,addetti,2.0
017185,Tignale,2021,I,attività dei servizi di alloggio e di ristorazione,addetti,157.1
017185,Tignale,2021,J,servizi di informazione e comunicazione,addetti,12.0
017185,Tignale,2021,K,attività finanziarie e assicurative,addetti,2.8
017185,Tignale,2021,L,attività immobiliari,addetti,16.9
017185,Tignale,2021,M,"attività professionali, scientifiche e tecniche",addetti,19.2
017185,Tignale,2021,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,4.0
017185,Tignale,2021,Q,sanità e assistenza sociale,addetti,17.1
017185,Tignale,2021,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,0.0
017185,Tignale,2021,S,altre attività di servizi,addetti,3.0
017185,Tignale,2022,C,attività manifatturiere,addetti,22.4
017185,Tignale,2022,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,2.0
017185,Tignale,2022,F,costruzioni,addetti,64.1
017185,Tignale,2022,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,26.7
017185,Tignale,2022,H,trasporto e magazzinaggio,addetti,2.0
017185,Tignale,2022,I,attività dei servizi di alloggio e di ristorazione,addetti,191.1
017185,Tignale,2022,J,servizi di informazione e comunicazione,addetti,13.2
017185,Tignale,2022,K,attività finanziarie e assicurative,addetti,2.0
017185,Tignale,2022,L,attività immobiliari,addetti,18.4
017185,Tignale,2022,M,"attività professionali, scientifiche e tecniche",addetti,22.5
017185,Tignale,2022,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,5.0
017185,Tignale,2022,Q,sanità e assistenza sociale,addetti,11.7
017185,Tignale,2022,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,6.8
017185,Tignale,2022,S,altre attività di servizi,addetti,3.0
017185,Tignale,2023,C,attività manifatturiere,addetti,27.9
017185,Tignale,2023,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",addetti,3.0
017185,Tignale,2023,F,costruzioni,addetti,62.2
017185,Tignale,2023,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",addetti,26.4
017185,Tignale,2023,H,trasporto e magazzinaggio,addetti,2.0
017185,Tignale,2023,I,attività dei servizi di alloggio e di ristorazione,addetti,203.4
017185,Tignale,2023,J,servizi di informazione e comunicazione,addetti,13.8
017185,Tignale,2023,K,attività finanziarie e assicurative,addetti,2.0
017185,Tignale,2023,L,attività immobiliari,addetti,16.2
017185,Tignale,2023,M,"attività professionali, scientifiche e tecniche",addetti,22.2
017185,Tignale,2023,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",addetti,5.4
017185,Tignale,2023,Q,sanità e assistenza sociale,addetti,11.6
017185,Tignale,2023,R,"attività artistiche, sportive, di intrattenimento e divertimento",addetti,7.0
017185,Tignale,2023,S,altre attività di servizi,addetti,2.8
017185,Tignale,2018,C,attività manifatturiere,unita_locali,12
017185,Tignale,2018,E,"fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento",unita_locali,1
017185,Tignale,2018,F,costruzioni,unita_locali,28
017185,Tignale,2018,G,"commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",unita_locali,16
017185,Tignale,2018,H,trasporto e magazzinaggio,unita_locali,1
017185,Tignale,2018,I,attività dei servizi di alloggio e di ristorazione,unita_locali,59
017185,Tignale,2018,J,servizi di informazione e comunicazione,unita_locali,3
017185,Tignale,2018,K,attività finanziarie e assicurative,unita_locali,3
017185,Tignale,2018,L,attività immobiliari,unita_locali,12
017185,Tignale,2018,M,"attività professionali, scientifiche e tecniche",unita_locali,12
017185,Tignale,2018,N,"noleggio, agenzie di viaggio, servizi di supporto alle imprese",unita_locali,5
017185,Tignale,2018,Q,sanità e assistenza sociale,unita_locali,6
