codice_istat,comune,anno,indicatore,valore
017011,Barbariga,2021,stranieri_nati_in_italia_minorenni,58
017011,Barbariga,2022,italiani,2054
017011,Barbariga,2022,italiani_acquisiti,126
017011,Barbariga,2022,italiani_acquisiti_nati_all_estero,78
017011,Barbariga,2022,italiani_acquisiti_nati_in_italia,48
017011,Barbariga,2022,italiani_acquisiti_nati_in_italia_minorenni,35
017011,Barbariga,2022,italiani_dalla_nascita,1928
017011,Barbariga,2022,italiani_dalla_nascita_nati_all_estero,16
017011,Barbariga,2022,italiani_dalla_nascita_nati_in_italia,1912
017011,Barbariga,2022,popolazione_residente,2330
017011,Barbariga,2022,stranieri,276
017011,Barbariga,2022,stranieri_nati_all_estero,215
017011,Barbariga,2022,stranieri_nati_in_italia,61
017011,Barbariga,2022,stranieri_nati_in_italia_minorenni,60
017011,Barbariga,2023,italiani,2048
017011,Barbariga,2023,italiani_acquisiti,137
017011,Barbariga,2023,italiani_acquisiti_nati_all_estero,86
017011,Barbariga,2023,italiani_acquisiti_nati_in_italia,51
017011,Barbariga,2023,italiani_acquisiti_nati_in_italia_minorenni,38
017011,Barbariga,2023,italiani_dalla_nascita,1911
017011,Barbariga,2023,italiani_dalla_nascita_nati_all_estero,17
017011,Barbariga,2023,italiani_dalla_nascita_nati_in_italia,1894
017011,Barbariga,2023,popolazione_residente,2323
017011,Barbariga,2023,stranieri,275
017011,Barbariga,2023,stranieri_nati_all_estero,216
017011,Barbariga,2023,stranieri_nati_in_italia,59
017011,Barbariga,2023,stranieri_nati_in_italia_minorenni,57
017012,Barghe,2021,italiani,1071
017012,Barghe,2021,italiani_acquisiti,52
017012,Barghe,2021,italiani_acquisiti_nati_all_estero,37
017012,Barghe,2021,italiani_acquisiti_nati_in_italia,15
017012,Barghe,2021,italiani_acquisiti_nati_in_italia_minorenni,11
017012,Barghe,2021,italiani_dalla_nascita,1019
017012,Barghe,2021,italiani_dalla_nascita_nati_all_estero,17
017012,Barghe,2021,italiani_dalla_nascita_nati_in_italia,1002
017012,Barghe,2021,popolazione_residente,1138
017012,Barghe,2021,stranieri,67
017012,Barghe,2021,stranieri_nati_all_estero,57
017012,Barghe,2021,stranieri_nati_in_italia,10
017012,Barghe,2021,stranieri_nati_in_italia_minorenni,10
017012,Barghe,2022,italiani,1079
017012,Barghe,2022,italiani_acquisiti,61
017012,Barghe,2022,italiani_acquisiti_nati_all_estero,43
017012,Barghe,2022,italiani_acquisiti_nati_in_italia,18
017012,Barghe,2022,italiani_acquisiti_nati_in_italia_minorenni,13
017012,Barghe,2022,italiani_dalla_nascita,1018
017012,Barghe,2022,italiani_dalla_nascita_nati_all_estero,17
017012,Barghe,2022,italiani_dalla_nascita_nati_in_italia,1001
017012,Barghe,2022,popolazione_residente,1137
017012,Barghe,2022,stranieri,58
017012,Barghe,2022,stranieri_nati_all_estero,51
017012,Barghe,2022,stranieri_nati_in_italia,7
017012,Barghe,2022,stranieri_nati_in_italia_minorenni,7
017012,Barghe,2023,italiani,1083
017012,Barghe,2023,italiani_acquisiti,69
017012,Barghe,2023,italiani_acquisiti_nati_all_estero,48
017012,Barghe,2023,italiani_acquisiti_nati_in_italia,21
017012,Barghe,2023,italiani_acquisiti_nati_in_italia_minorenni,16
017012,Barghe,2023,italiani_dalla_nascita,1014
017012,Barghe,2023,italiani_dalla_nascita_nati_all_estero,17
017012,Barghe,2023,italiani_dalla_nascita_nati_in_italia,997
017012,Barghe,2023,popolazione_residente,1141
017012,Barghe,2023,stranieri,58
017012,Barghe,2023,stranieri_nati_all_estero,52
017012,Barghe,2023,stranieri_nati_in_italia,6
017012,Barghe,2023,stranieri_nati_in_italia_minorenni,6
017013,Bassano Bresciano,2021,italiani,2016
017013,Bassano Bresciano,2021,italiani_acquisiti,116
017013,Bassano Bresciano,2021,italiani_acquisiti_nati_all_estero,76
017013,Bassano Bresciano,2021,italiani_acquisiti_nati_in_italia,40
017013,Bassano Bresciano,2021,italiani_acquisiti_nati_in_italia_minorenni,24
017013,Bassano Bresciano,2021,italiani_dalla_nascita,1900
017013,Bassano Bresciano,2021,italiani_dalla_nascita_nati_all_estero,13
017013,Bassano Bresciano,2021,italiani_dalla_nascita_nati_in_italia,1887
017013,Bassano Bresciano,2021,popolazione_residente,2333
017013,Bassano Bresciano,2021,stranieri,317
017013,Bassano Bresciano,2021,stranieri_nati_all_estero,254
017013,Bassano Bresciano,2021,stranieri_nati_in_italia,63
017013,Bassano Bresciano,2021,stranieri_nati_in_italia_minorenni,58
017013,Bassano Bresciano,2022,italiani,2050
017013,Bassano Bresciano,2022,italiani_acquisiti,137
017013,Bassano Bresciano,2022,italiani_acquisiti_nati_all_estero,87
017013,Bassano Bresciano,2022,italiani_acquisiti_nati_in_italia,50
017013,Bassano Bresciano,2022,italiani_acquisiti_nati_in_italia_minorenni,34
017013,Bassano Bresciano,2022,italiani_dalla_nascita,1913
017013,Bassano Bresciano,2022,italiani_dalla_nascita_nati_all_estero,12
